id;title;domain;description;day_to_day;tools_certifications;salary_range;growth_trajectory;industry_trends;icon_emoji;difficulty;demand_level;related_skills;created_at;keywords;job_role_keywords;industry;sector;related_subjects;related_universities;avg_salary_usd;growth_trajectory_detail;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_courses;related_countries
bd4a2e5d-c68b-4992-a5c2-018d018f4029;Nanotechnology;Science;Manipulating matter at the nanoscale for innovative applications;;[];$60K-$130K;Cross-industry applications growing;;🔬;Very Hard;High;"[""Chemistry"",""Microscopy"",""Materials Science"",""Lab Techniques"",""Physics""]";2026-03-09 03:35:36.335462+00;"[""healthcare"",""life"",""nanomaterials"",""nanomedicine"",""nanotechnology"",""science"",""sciences""]";"[""Nanotechnologist"",""Materials Scientist"",""Nano Research Scientist""]";Healthcare & Life Sciences;Mining & Resources;[];"[""École Polytechnique"",""Cornell Tech"",""Delhi Technological University"",""Nanyang Polytechnic"",""Institut Polytechnique de Paris""]";$70,000;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Nanotechnology"",""Information Technology"",""Mechatronics""]";;"[""Science"",""Nanotechnology"",""Oncology""]";;"[""Nanotechnology"",""Biostatistician"",""Hydrologist"",""Food Scientist"",""Ecologist"",""Cartographer"",""Conservation Scientist""]";[];
36c250f8-05e2-46d8-a107-3bdde3b68380;Astrobiology Researcher;Space Science;Study the origins and evolution of life in the universe;;[];₹8,00,000 - ₹25,00,000;Rapid Growth;;🔬;advanced;emerging;"[""chemistry"",""data analysis"",""biology"",""astronomy""]";2026-04-06 06:52:54.166408+00;"[""aerospace"",""astrobiology"",""life sciences"",""nasa"",""researcher"",""science"",""space""]";[];Aerospace;Aerospace;"[""Astronomy""]";"[""California Institute of Technology"",""Case Western Reserve University"",""Pondicherry University""]";$65K-$140K;;"[""innovation"",""precision""]";"[""space"",""science"",""aviation""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Aerospace"",""Aerospace & Defense"",""Space & Satellite Technology"",""Space Technology"",""Information Technology""]";"[""Aerospace"",""Astrobiology""]";"[""Space Science"",""Astronomy & Astrophysics"",""Helioseismology"",""Speleology"",""Parasitology"",""Chronobiology""]";;"[""Astrobiology Researcher"",""UX Researcher"",""GenAI Researcher"",""Aerospace Engineer""]";"[""Astronomy: Exploring Time and Space""]";
972df299-3703-4501-a35e-ee2ca4438670;Product Management;Technology;Guiding product strategy from concept to market success;;[];$80K-$200K;From PM to VP/CPO track;;📋;Medium;Very High;"[""Data Analysis"",""Brand Strategy"",""User Research"",""Agile"",""Strategic Planning"",""Agile / Scrum"",""Strategy"",""Communication"",""Product Management"",""Anchor (Solana)""]";2026-03-09 03:35:36.335462+00;"[""agile"",""information"",""management"",""product"",""product management"",""roadmap"",""strategy"",""technology""]";"[""Product Manager"",""Senior PM"",""Group PM"",""VP Product""]";Information Technology;Event Management;[];"[""Loyola Marymount University"",""Massey University"",""Goa Institute of Management""]";$80K-$200K;;"[""analytical"",""Leadership"",""Organization""]";"[""business"",""Business"",""Management"",""Productivity""]";"[""USA"",""UK"",""Australia""]";"[""Consulting"",""Information Technology"",""Asset Management"",""Facility Management"",""MarTech"",""E-commerce Marketplaces"",""Consulting - Management""]";"[""Crisis Management"",""Augmented Reality""]";"[""Technology"",""Product Management"",""Communications & PR""]";"[""Product Manager""]";"[""Product Management"",""Product Manager"",""AI Product Manager"",""Brand Manager"",""Network Engineer"",""Drone Operator"",""App Developer"",""Chief Technology Officer"",""DevOps Engineer"",""Content Strategist"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""Product Management Fundamentals"",""Introduction to Project Management"",""Disruptive Strategy"",""Scrum Master Certification (PSM I)"",""Strategy & Growth Programs"",""Agile with Atlassian Jira"",""AI Product Management - Duke"",""Foundations of Product Management"",""Product Analytics with Mixpanel"",""Notion Productivity OS"",""PMP Certification Prep""]";
465ab36f-47c7-492c-a09b-c68cc1fe82f3;Biomedical Engineering;Engineering;Applying engineering principles to healthcare and biology;;[];$65K-$130K;At intersection of tech and medicine;;🔬;Hard;High;"[""MATLAB"",""Medical Devices"",""FDA Regulations"",""CAD"",""Biomechanics"",""Mechanical Engineering"",""ChatGPT Prompt Engineering"",""Civil Engineering"",""Prompt Engineering""]";2026-03-09 03:35:36.335462+00;"[""biomedical"",""medical devices"",""prosthetics"",""tissue engineering""]";"[""Biomedical Engineer"",""Medical Device Engineer"",""Clinical Engineer""]";Manufacturing & Industrial;Real Estate & Construction;"[""Biomedical Engineering"",""Industrial Engineering"",""Electronics Engineering"",""Mechanical Engineering"",""Electrical Engineering"",""Ceramic Engineering"",""Chemical Reaction Engineering"",""Chemical Engineering"",""Aerospace Engineering"",""Software Engineering"",""Civil Engineering"",""Biophysics""]";"[""Karolinska Institute"",""Birkbeck University of London"",""BITS Pilani"",""Hanyang University""]";$65K-$130K;;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";"[""Manufacturing & Industrial"",""Civil Engineering"",""Engineering Procurement"",""Heavy Engineering"",""Marine Engineering"",""Nutraceuticals"",""Elevator & Escalator"",""Hearing Aids"",""Hospital Chains"",""Orthopedics"",""Chemical & Materials""]";"[""Engineering Education""]";"[""Biomedical Engineering"",""Mechanical Engineering"",""Semiconductor Engineering"",""Electrical Engineering"",""Ceramic Engineering"",""Industrial Engineering"",""Petroleum Engineering"",""Marine Engineering"",""Automotive Engineering"",""Orthopedics""]";"[""Biomedical Engineer"",""Aerospace Engineering"",""Mechanical Engineering"",""Electrical Engineering"",""Civil Engineering"",""Software Engineering""]";"[""Biomedical Engineer"",""Biomedical Equipment Technician"",""Engineering Manager"",""Marine Engineer"",""Construction Manager"",""Agricultural Engineer"",""Industrial Engineer"",""Building Inspector"",""Nuclear Engineer"",""Ergonomist"",""Fire Engineer"",""Geotechnical Engineer""]";"[""Data Engineering with Snowflake"",""Engineering Leadership Track"",""Prompt Engineering Professional"",""Site Reliability Engineering"",""Prompt Engineering for ChatGPT"",""PMP Certification Prep""]";"[""Guinea-Bissau"",""Jamaica""]"
3647e85d-79a3-40e9-9d8d-761c9cbfe534;Baker;Food & Beverage;Prepares bread, pastries and desserts;;[];₹1,80,000 - ₹6,00,000;From cook to executive chef;;🍞;Easy;Medium;"[""Recipe Development"",""Baking"",""Food Safety""]";2026-04-07 04:53:38.714603+00;"[""baker"",""baking"",""pastry""]";[];Food & Beverage;Bakery & Confectionery;[];[];$60,000;;"[""patience"",""creativity""]";"[""food"",""arts""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Food & Beverage"",""Kitchen & Bath""]";"[""Bakery & Confectionery""]";;;;[];
1d5a9fdc-2b14-459d-8109-d1fa81d681a3;Cartographer;Geography & GIS;Design and produce maps using traditional and digital methods;;[];₹5,00,000 - ₹18,00,000;GIS technology expanding applications;;🗺️;intermediate;moderate;"[""GIS"",""spatial analysis"",""geography"",""design"",""Data Visualization""]";2026-04-06 06:52:54.166408+00;"[""arts"",""cartographer"",""cartography"",""creative"",""geography"",""geospatial"",""gis"",""maps"",""surveying""]";[];Arts & Creative;Mining & Resources;[];[];$110,000;;"[""innovation"",""safety"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""empathy""]";"[""environment"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Arts & Creative"",""Information Technology""]";;"[""Geography & GIS""]";"[""Cartographer""]";"[""Cartographer"",""GIS Specialist""]";[];
1b96e5a9-4f57-4a03-95ec-3966673ec5cd;Choreographer;Performing Arts;Creates dance routines for performances;;[];₹2,00,000 - ₹15,00,000;Stable Growth;;💃;Medium;Low;"[""Dance"",""Performance Marketing"",""Movement"",""Creative Direction"",""Rust""]";2026-04-07 04:53:38.714603+00;"[""choreography"",""dance"",""performance""]";[];Entertainment & Media;;"[""Sports Science"",""Performing Arts""]";[];95000;;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Leadership"",""Organization"",""Communication"",""Numeracy""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Entertainment & Media""]";;;;;[];
398f6720-2795-43c2-8b6b-6a7929dce87b;Barber;Personal Care;Provides haircuts, shaves and grooming services;;[];₹1,50,000 - ₹5,00,000;Steady;;💈;Easy;Medium;"[""Customer Service"",""Hair Cutting"",""Styling""]";2026-04-07 04:53:38.714603+00;"[""barber"",""care"",""construction"",""estate"",""grooming"",""haircut"",""personal"",""real""]";[];Construction & Real Estate;;[];[];$75,000;;"[""planning"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany""]";"[""Construction & Real Estate"",""Information Technology""]";;"[""Personal Care""]";;"[""Barber""]";[];
08f66806-67be-411b-9bf7-ba763c592ab8;Florist;Retail/Arts;Designs flower bouquets and botanical displays;;[];₹1,50,000 - ₹5,00,000;Strong Growth;;💐;Easy;Medium;"[""Floral Design"",""Color Theory"",""Botany""]";2026-04-07 04:53:38.714603+00;"[""florist"",""flowers"",""floral""]";[];Entertainment & Media;Agriculture & Food;[];[];$50K-$110K;;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media""]";;"[""Agritourism""]";;;[];
9f552689-348b-4871-bec3-3060529ce04b;Environmental Science;Science;Studying and solving environmental and ecological challenges;;[];$50K-$110K;Growing with climate focus;;🌍;Medium;High;"[""GIS"",""Field Research"",""Sustainability"",""Environmental Assessment"",""Data Analysis"",""Environmental Science""]";2026-03-09 03:35:36.335462+00;"[""climate"",""conservation"",""ecology"",""environmental"",""science"",""sustainability""]";"[""Environmental Scientist"",""Ecologist"",""Conservation Biologist""]";Environmental & Sustainability;Environmental Services;"[""Ecology"",""Environmental Science"",""Data Science"",""Political Science"",""Cognitive Science"",""Veterinary Science"",""Materials Science"",""Computer Science"",""Sports Science""]";"[""Indian Institute of Science"",""Hong Kong University of Science and Technology"",""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""University of Vienna"",""Central European University"",""Jindal Global University"",""NIT Surathkal""]";$110,000;;"[""innovation"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence""]";"[""environment"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Climate Tech"",""Environmental & Sustainability"",""Data Science & Analytics"",""Information Technology"",""Coal Mining"",""Mining Equipment"",""Cement & Concrete""]";"[""Environmental Services"",""Data Science & Analytics"",""Environmental Consulting""]";"[""Science"",""Environmental Science"",""Actuarial Science"",""Data Science & Analytics"",""Computer Science"",""Forensic Science"",""Cognitive Science"",""Materials Science"",""Cosmetic Science"",""Fisheries Science"",""Soil Science"",""Plant Science""]";"[""Data Science"",""Sports Science & Management"",""Veterinary Science""]";"[""Environmental Science"",""Environmental Engineer"",""Biostatistician"",""Marine Biologist"",""Hydrologist"",""Food Scientist"",""Ecologist"",""Cartographer"",""Conservation Scientist""]";"[""Introduction to Sustainability"",""The Business of Renewable Energy"",""Climate Change Solutions"",""Data Science: [University Name] Course"",""Introduction to Computer Science and Programming Using Python"",""Advanced Data Science with IBM"",""Applied Data Science with Python"",""Python for Data Science"",""IBM Data Science Professional Certificate"",""The Science of Well-Being"",""CS50: Introduction to Computer Science"",""The Science of Nutrition"",""The Science of Happiness""]";"[""El Salvador"",""Armenia""]"
467910f8-9458-4931-ac81-844505f377c7;Documentary Filmmaker;Media;Creates non-fiction films exploring real-world subjects;;[];₹2,00,000 - ₹15,00,000;Steady;;🎬;Medium;Low;"[""Filmmaking"",""Editing"",""Storytelling"",""Research""]";2026-04-07 04:53:38.714603+00;"[""documentary"",""filmmaker"",""cinema""]";[];Entertainment & Media;Media & Entertainment;"[""Film Studies""]";[];$75,000;;"[""creativity""]";"[""film"",""arts""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Film & Television"",""Entertainment & Media""]";;;;"[""Film Director"",""Editor"",""Film Editor""]";"[""Premiere Pro Video Editing""]";
2e285273-0517-4fab-8657-9baf283fef0e;Ceramist;Arts & Crafts;Creates pottery and ceramic art using kilns;;[];₹1,50,000 - ₹6,00,000;Strong Growth;;🏺;Medium;Low;"[""Pottery"",""Kiln Operation"",""Glazing""]";2026-04-07 04:53:38.714603+00;"[""ceramics"",""pottery"",""art"",""clay""]";[];Entertainment & Media;UI/UX Design;"[""Photography""]";[];$50K-$110K;;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Communication"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Marketing"",""Business"",""Online"",""marketing"",""content"",""business"",""Management""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";"[""Entertainment & Media"",""Cement & Concrete""]";;;;"[""Curator""]";[];
