id;name;platform;url;domain;description;difficulty;duration;avg_rating;price_range;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;icon_emoji;keywords;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;created_at
0d220d17-50ed-486f-a934-dcfb6bda9db9;Python for Everybody;Coursera;https://www.coursera.org/specializations/python;Programming;Beginner-friendly Python;Beginner;8 months;;Paid;Very High;$90,000;High;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""Collaboration"",""organization""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""python"",""beginner""]";;;[];;;"[""Python Programming""]";;"[""Brown University"",""George Washington University"",""ISCTE-IUL Lisbon"",""Osaka University""]";"[""Python for Everybody Specialization"",""Introduction to Computer Science and Programming Using Python"",""The Complete Python Bootcamp From Zero to Hero in Python"",""100 Days of Code: Python"",""Applied Data Science with Python"",""DSA in Python"",""Python for Data Science"",""Data Structures & Algorithms in Python""]";;2026-04-18 01:09:25.053447+00
49954018-6f34-48ab-a1ec-634550c27523;Reinforcement Learning;;;AI;;;;;;High;100000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""Artificial Intelligence & Machine Learning"",""E-learning Platforms""]";"[""Continuous Learning"",""Distance Learning"",""Online Learning"",""Augmented Reality"",""AI Tooling""]";;;"[""Machine Learning Engineer"",""Machine Learning Platform Engineer""]";"[""Federated Learning"",""Deep Learning"",""Machine Learning""]";;;"[""Machine Learning - Andrew Ng"",""Machine Learning by Andrew Ng"",""Learning How to Learn"",""Deep Learning Specialization"",""PyTorch for Deep Learning Bootcamp"",""Machine Learning""]";;2026-04-27 04:22:06.830109+00
3c2c3fbc-71f6-4c42-be72-021a11d7508a;JavaScript Basics for Beginners;Udemy;https://www.udemy.com/course/javascript-basics/;Web Development;Learn the fundamentals of JavaScript, including variables, data types, operators, and control flow.;Beginner;6 hours;4.5;$19.99-$199.99;Very High;$85,000;High;"[""Attention to Detail"",""Learning Agility""]";"[""Technology"",""Web Design"",""Coding""]";"[""USA"",""India"",""UK""]";👨‍💻;"[""javascript"",""web development"",""frontend""]";"[""Technology"",""E-commerce"",""Media""]";"[""Web Design"",""Software Development"",""Digital Marketing""]";"[""Interactive Design"",""Software Engineering"",""Frontend Development"",""Web Programming""]";"[""Frontend Developer"",""Web Developer"",""JavaScript Developer""]";"[""UI Developer"",""Web Designer"",""Full-stack Developer""]";"[""HTML"",""Node.js"",""TypeScript"",""CSS"",""React.js"",""Svelte"",""JavaScript"",""Vue.js"",""Angular""]";"[""Computer Science"",""Web Technologies"",""Programming"",""Web Development""]";[];"[""React - The Complete Guide"",""Angular - The Complete Guide"",""The Complete JavaScript Course 2024"",""The Complete JavaScript Course"",""Docker for Beginners"",""JavaScript Algorithms & Data Structures"",""Blockchain Basics"",""Photography Basics""]";"[""USA"",""India"",""Philippines""]";2026-04-14 04:57:01.087181+00
c963dd8a-6544-4c16-980b-3be5f5708827;First Aid & CPR Certification;American Red Cross;https://www.redcross.org/;Health;Lifesaving emergency skills;Beginner;6 hours;;Paid;Very High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";📖;"[""first aid"",""cpr"",""emergency""]";"[""Outdoor Recreation"",""Nutraceuticals""]";;"[""Emergency Medicine""]";"[""Paramedic""]";;[];;[];"[""Scrum Master Certification"",""Scrum Master Certification (PSM I)"",""PMP Certification Prep"",""Hootsuite Social Marketing Certification"",""HubSpot Inbound Marketing Certification""]";"[""Fiji"",""Croatia""]";2026-04-18 01:09:25.053447+00
a2e79dd1-b3b3-4129-833e-3b96a66334d0;Rust Programming Foundations;;;Software;;;;;;Medium;135000;Rapidly Growing;"[""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""empathy"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""creativity"",""planning"",""negotiation"",""problem-solving"",""service"",""precision"",""Creativity"",""Attention to Detail"",""systems thinking"",""safety""]";"[""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""psychology"",""math"",""technology"",""health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""finance"",""crypto"",""music"",""arts"",""film"",""engineering"",""property""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";📖;;;;;;;"[""Rust"",""R Programming"",""Python Programming"",""Bitcoin Scripting"",""Django Rest Framework""]";;;"[""Go Programming Bootcamp"",""Introduction to Computer Science and Programming Using Python"",""Copywriting Foundations - LinkedIn"",""Cybersecurity Foundations - SANS"",""Foundations of Product Management"",""Growth Hacking Foundations"",""Public Health Foundations""]";;2026-04-27 04:22:06.830109+00
1b88e016-72ba-4328-95c4-116399eb133f;Git & GitHub Mastery;;;Software;;;;;;Very High;85000;Stable Growth;"[""empathy"",""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""Technical Aptitude"",""planning"",""negotiation"",""precision"",""Creativity"",""creativity"",""service"",""Logical Thinking"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization""]";"[""health"",""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""Cloud Computing"",""IT"",""Garment Exports"",""Textile Industry"",""Agricultural Productivity"",""IT Sector Growth"",""Poverty Reduction"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany"",""Bangladesh""]";📖;;"[""Healthcare IT"",""IT Hardware""]";;;;;"[""Git & GitHub""]";;;"[""Content Marketing Mastery"",""CSS Grid & Flexbox Mastery"",""Java Spring Boot Mastery"",""Node.js Backend Mastery"",""Power BI Mastery"",""SEO Mastery 2024"",""Public Speaking Mastery"",""Negotiation Mastery""]";;2026-04-27 04:22:06.830109+00
385ae384-e5ad-41c4-bbc3-cc93f4ffb764;The Complete Productivity Bootcamp;Udemy;https://www.udemy.com/;Personal Development;Mastering productivity systems;Beginner;10 hours;;Paid;High;70000;Stable;"[""organization""]";"[""events""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""productivity"",""time management""]";"[""Cinema & Theatre""]";;[];;;"[""Time Management""]";;"[""Tsinghua University"",""Ohio State University""]";"[""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete Web Developer Bootcamp"",""The Complete iOS App Development Bootcamp"",""The Complete SQL Bootcamp 2024"",""Next.js & React - The Complete Guide"",""The Complete JavaScript Course"",""The Complete JavaScript Course 2024"",""The Complete Cyber Security Course"",""Flutter & Dart Complete Guide""]";;2026-04-18 01:09:25.053447+00
7d128fd3-b310-4fbd-9342-f75151029172;Y Combinator Startup School;Y Combinator;https://www.startupschool.org/;Business;Free curriculum for early founders;Beginner;10 weeks;;Free;Very High;105000;Stable Growth;"[""Leadership"",""Organization"",""Attention to Detail"",""analytical"",""Numeracy"",""service"",""precision"",""negotiation"",""creativity"",""Communication"",""Creativity"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning""]";"[""Business"",""Management"",""Productivity"",""Data"",""finance"",""Finance"",""Accounting"",""Numbers"",""policy"",""risk"",""law"",""property"",""marketing"",""Marketing"",""Online"",""geology"",""Technology"",""Security"",""Computers"",""operations""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""ycombinator"",""startup"",""founders""]";;;"[""Entrepreneurship"",""E-Commerce""]";"[""Real Estate"",""Human Resources"",""Entrepreneurship"",""Supply Chain & Logistics"",""Accounting & Finance"",""Investment Banking"",""Marketing & Advertising""]";;"[""Growth Hacking"",""Excel & Spreadsheets"",""Anchor (Solana)""]";"[""Entrepreneurship""]";"[""ICFAI Business School"",""Indian School of Business"",""London Business School"",""London School of Economics""]";"[""How to Start a Startup"",""Lean Startup""]";"[""Costa Rica"",""Afghanistan"",""Burkina Faso"",""Congo"",""Gambia""]";2026-04-18 01:09:25.053447+00
9685c043-218f-4092-8e03-7f495d17cf62;Power BI for Business Analytics;Microsoft Learn;https://learn.microsoft.com/training/powerplatform;Data;Microsoft BI tooling;Beginner;40 hours;;Free;High;$110,000;Stable Growth;"[""analytical"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""math"",""technology"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""power bi"",""bi""]";"[""Data Science & Analytics"",""Data Analytics""]";"[""Data Science & Analytics"",""Business Travel""]";"[""Data Science & Analytics"",""Supply Chain Analytics"",""International Business"",""Business Administration""]";;"[""Business Analyst"",""HR Business Partner""]";"[""Snowflake"",""SQL"",""MongoDB"",""Hadoop"",""Redis"",""dbt"",""Power BI"",""PostgreSQL"",""Data Visualization"",""Statistics"",""Tableau"",""Apache Spark"",""ETL Pipelines"",""R Programming"",""Business Analysis"",""Crash Analytics""]";"[""Business Analytics"",""Business Administration"",""Business Law""]";"[""ICFAI Business School"",""Indian School of Business"",""London Business School""]";"[""Google Data Analytics Certificate"",""Business Analytics with Excel"",""Excel Skills for Business Specialization"",""Power BI Mastery"",""The Business of Renewable Energy"",""Excel Skills for Business"",""Product Analytics with Mixpanel""]";;2026-04-18 01:09:25.053447+00
dd95435e-43b5-4b7c-b24a-023039c7015b;Lean Startup;Udemy;https://www.udemy.com/;Business;Methodology for building startups;Beginner;5 hours;;Paid;High;65000;Stable;"[""Attention to Detail"",""Organization"",""Leadership""]";"[""Data"",""Business"",""Productivity"",""Management""]";"[""USA"",""Canada"",""Australia"",""UK""]";📖;"[""lean startup"",""mvp""]";;;[];"[""Real Estate"",""Human Resources"",""Entrepreneurship"",""Supply Chain & Logistics"",""Accounting & Finance"",""Investment Banking"",""Marketing & Advertising""]";;"[""Excel & Spreadsheets""]";;[];"[""Y Combinator Startup School"",""How to Start a Startup""]";;2026-04-18 01:09:25.053447+00
7a85d7e8-b4a3-4dea-89cd-eb44bbfbcaf1;GraphQL with Apollo;;;Software;;;;;;High;110000;Rapidly Growing;;;;📖;;;;;;;"[""GraphQL""]";;;;;2026-04-27 04:22:06.830109+00
81c4849d-1a58-4e07-9e83-f7733af95fd6;Data Storytelling Bootcamp;;;Technology;;;;;;Very High;$110,000;Stable Growth;"[""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""precision"",""Attention to Detail"",""Organization"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""math"",""technology"",""Data Science"",""AI"",""Technology"",""Data"",""Business"",""Visuals"",""Mathematics"",""Science"",""making"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""Data Analytics"",""Data Science & Analytics""]";"[""Data Centers"",""Data Science & Analytics""]";"[""Data Science & Analytics"",""Data Engineering"",""Religious Studies""]";"[""Data Engineer"",""Data Scientist"",""Data Science""]";"[""Data Engineer"",""Data Scientist"",""Data Engineer - Streaming"",""Healthcare Data Analyst""]";"[""Data Analysis"",""Data Visualization"",""Brand Storytelling"",""Storytelling"",""CoreData""]";"[""Data Structures"",""Data Science"",""Architectural History""]";"[""ISI Kolkata"",""Jamia Millia Islamia""]";"[""Data Visualization with Tableau"",""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete iOS App Development Bootcamp"",""The Complete SQL Bootcamp 2024"",""Applied Data Science with Python"",""Azure Data Engineer Associate"",""Data Engineering with Snowflake"",""Hadoop & Big Data"",""JavaScript Algorithms & Data Structures"",""PySpark for Big Data"",""Python for Data Science"",""Data Structures & Algorithms in Python"",""SQL for Data Analysis"",""Advanced Data Science with IBM""]";"[""Estonia""]";2026-04-27 04:22:06.830109+00
