id;name;description;domain;related_skills;related_universities;related_domains;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_careers;related_job_roles;related_subjects;related_courses;related_countries
74bba85f-f801-4646-85c0-df5fa13b744e;Robotics;Design and operation of robots;Technology;[];"[""University of Texas at Austin"",""IIT Kharagpur"",""Cornell University"",""University of New South Wales"",""University of Cape Town"",""National Taiwan University"",""BITS Pilani"",""University of Southern California"",""KAIST"",""EPFL"",""ETH Zurich"",""Kyoto University"",""UCL (University College London)"",""University of Wisconsin-Madison"",""University of Malaya"",""Hong Kong University of Science and Technology"",""BHU Varanasi"",""Tsinghua University"",""KU Leuven"",""Washington University in St. Louis"",""Georgia Institute of Technology"",""Nanyang Technological University"",""University of São Paulo"",""University of Lagos"",""Massachusetts Institute of Technology"",""University of Cambridge"",""Northwestern University"",""University of Toronto"",""Seoul National University"",""Indian Institute of Technology Bombay""]";"[""Robotics"",""Cryogenics"",""Mechanical Engineering"",""Physics""]";"[""robotics"",""automation"",""engineering""]";2026-04-18 01:05:59.768509+00;High;$75K-$150K;Exponential industrial demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";"[""USA"",""India"",""UK"",""Germany"",""Canada"",""Australia""]";"[""Robotics & Automation"",""Industrial Robotics"",""Automotive OEM"",""Mechatronics"",""Optics & Photonics"",""Automotive""]";"[""Consumer Robotics""]";"[""Robotics & Automation"",""Mechanical Engineering"",""Robotics Process Automation Developer"",""Robotics Engineer""]";"[""Agricultural Engineer"",""DevOps Engineer"",""Robotics Engineer"",""QA Engineer""]";;[];"[""Japan""]"
1f3fe21a-d098-4b60-a60b-fb4ba3b1a24d;Theology;Study of the divine and religion;Humanities;[];[];"[""Islamic Studies"",""Religious Studies"",""Theology"",""Thanatology""]";"[""theology"",""religion"",""divine""]";2026-04-18 01:05:59.768509+00;Low;$45,000;Stable;"[""empathy""]";"[""spirituality""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";[];"[""Religious Organizations""]";[];[];"[""Christian Theology""]";[];
a06bf2e0-a9a2-4795-bf32-3c935d06f6a7;Cryptography;;Security;"[""Cryptography""]";"[""Cranfield University""]";"[""Cryptography""]";[];2026-04-27 04:20:58.388691+00;High;$70,000;Rapidly Growing;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;;;;;;
7e2e9be1-a047-4089-a64b-f689b12350f3;Constitutional Law;Foundations of governance;Law;[];"[""Boston College""]";"[""Law & Legal Studies"",""Criminal Justice""]";"[""constitutional law"",""rights""]";2026-04-18 01:05:59.768509+00;High;$110,000;Partner track or corporate counsel;"[""analytical"",""Problem Solving"",""Analytical Thinking""]";"[""law"",""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Germany""]";[];[];"[""Law""]";[];"[""Law"",""Construction Law"",""Contract Law"",""Cyber Law"",""Business Law"",""Criminal Law"",""International Law""]";[];"[""Latvia""]"
77320475-6418-4047-ba17-98b7fb1ec984;Genetics;Heredity and DNA;Sciences;[];[];"[""Genetics & Genomics"",""Molecular Biology"",""Pediatrics"",""Viticulture""]";"[""genetics"",""dna"",""heredity""]";2026-04-18 01:05:59.768509+00;High;$55K-$120K;Rapid Growth;"[""research"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""biology"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Cosmetics"",""Nutraceuticals"",""Genomics"",""Diagnostic Labs""]";"[""Biotech"",""Bioplastics""]";"[""Geneticist""]";"[""Geneticist""]";;[];
830f84bc-eca1-4778-b66f-fdc6d07b07ab;Physics;Study of matter, energy, and fundamental forces of nature;Science;"[""Research & Development"",""Mechanical Engineering"",""Environmental Science""]";[];"[""Astrophysics"",""Engineering"",""Physics"",""Astronomy & Astrophysics"",""Cryogenics"",""Geoinformatics""]";[];2026-04-13 17:02:21.176479+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Collaboration"",""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Critical Thinking""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Mechatronics"",""Optics & Photonics""]";[];[];[];"[""Quantum Physics""]";[];"[""Japan"",""Russia"",""Germany"",""Iran"",""Czech Republic"",""Switzerland""]"
a9b09068-84a4-43aa-acff-3f05bfbba0d7;Operating Systems;Software that manages hardware;Technology;"[""Linux Administration""]";"[""Tsinghua University"",""Hanyang University""]";"[""Embedded Systems"",""Information Systems""]";"[""os"",""linux"",""windows"",""cs""]";2026-04-18 01:05:59.768509+00;High;95000;Stable Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Internet of Things"",""Online Gaming""]";"[""Algorithmic Trading"",""AI Tooling""]";[];[];;"[""Microservices with Spring Boot"",""AI for Everyone - Coursera""]";
fc0ce4c5-9686-41ed-85a6-668d339bd7e6;Digital Forensics;;Marketing;"[""Digital Marketing""]";"[""NIT Surathkal""]";"[""Digital Forensics"",""Digital Marketing""]";[];2026-04-27 04:20:58.388691+00;High;70000;Intern → Associate → Manager → Senior Manager → Head of Marketing → CMO;"[""Communication"",""Creativity"",""creativity"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Numeracy"",""service"",""negotiation"",""safety"",""Analytical Thinking""]";"[""Marketing"",""Business"",""Online"",""media"",""marketing"",""content"",""business"",""Management"",""Productivity"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts""]";"[""USA"",""UK"",""India"",""Australia"",""Canada"",""Germany""]";"[""Digital Marketing"",""Digital Payments"",""Diagnostic Labs""]";"[""Digital Therapeutics"",""Digital Content & Social Media""]";"[""Digital Marketer""]";"[""Digital Twin Engineer""]";;"[""Digital Forensics Essentials"",""Google Digital Marketing Certificate"",""Introduction to Digital Marketing"",""Google Cloud Digital Leader""]";"[""Grenada""]"
ad2b29b4-8e70-4679-9eda-f3beb11c4c25;Costume Design;;Design;"[""Design Systems"",""Domain Driven Design"",""UX Design"",""Design Thinking"",""UI/UX Design"",""Motion Design"",""UI Design"",""Graphic Design""]";[];"[""Industrial Design"",""Fashion Design"",""Interior Design"",""Graphic Design"",""Design (UI/UX)""]";[];2026-04-27 04:20:58.388691+00;High;95000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""precision"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""discipline"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""media"",""film"",""making"",""music"",""research"",""psychology""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Interior Design""]";"[""Architecture & Design"",""UI/UX Design""]";"[""Costume Designer"",""Graphic Design"",""Fashion Design"",""UX/UI Design""]";"[""ASIC Design Engineer""]";"[""Fashion Design"",""Communication Design"",""Curriculum Design"",""Design Anthropology"",""Interior Design"",""Game Design"",""Graphic Design"",""Industrial Design""]";"[""Behavioral Design Bootcamp"",""Design Systems with Figma"",""Game Design with Unity"",""Human-Centered Design - IDEO"",""Mobile UX Design"",""Google UX Design Certificate"",""Fundamentals of Graphic Design"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials""]";
dfc3fadd-56f6-4d6f-901c-c5575f710d4f;Discrete Mathematics;Math for computer science;Sciences;"[""Discrete Event Simulation""]";[];"[""Philosophy"",""Applied Mathematics"",""Mathematics""]";"[""discrete math"",""logic"",""combinatorics""]";2026-04-18 01:05:59.768509+00;Medium;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";[];[];[];[];"[""Mathematics"",""Applied Mathematics""]";[];
c12b7c1f-60c6-4501-92c7-a985fa5e7e90;Pedagogy;Theory and methods of teaching;Education;[];[];"[""Education & Teaching"",""Early Childhood Education""]";"[""pedagogy"",""teaching"",""learning""]";2026-04-18 01:05:59.768509+00;High;$85,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication"",""patience""]";"[""education"",""technology"",""teaching"",""children""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";[];"[""K-12 Education"",""Education""]";"[""Education & Teaching""]";"[""Teacher (K-12)""]";;"[""Learning How to Learn""]";
ef16ff57-0c23-41fc-9c2c-ca50a0df3ed4;Cosmology;;Seismology;"[""DialogFlow""]";[];"[""Seismology"",""Helioseismology"",""Urology"",""Zoology"",""Theology"",""Oncology"",""Horology"",""Mycology""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Rapid Growth;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Critical Thinking"",""Analytical Thinking""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;;;;;;
dbf0efea-107b-48ba-844d-537701567f23;Microeconomics;Individual and firm behavior;Business;[];"[""University of Chicago"",""London School of Economics""]";"[""Economics""]";"[""microeconomics"",""economics""]";2026-04-18 01:05:59.768509+00;High;$60K-$140K;Stable;"[""service"",""empathy"",""analytical"",""Numeracy"",""Attention to Detail"",""planning"",""negotiation"",""precision"",""Creativity"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""policy"",""psychology"",""risk"",""Finance"",""Business"",""Accounting"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Microelectronics"",""Microfinance""]";[];"[""Economist""]";"[""Economist""]";;[];"[""Congo"",""Dominica""]"
e9820eb1-84c9-4a1c-91f3-ab35a04179f6;Chemical Reaction Engineering;;Engineering;"[""ChatGPT Prompt Engineering"",""Civil Engineering"",""Mechanical Engineering"",""Prompt Engineering""]";[];"[""Chemical Engineering"",""Electrical Engineering"",""Ceramic Engineering"",""Industrial Engineering"",""Petroleum Engineering"",""Marine Engineering"",""Biomedical Engineering"",""Nuclear Engineering"",""Automotive Engineering"",""Welding & Fabrication""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Essential infrastructure demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""Creativity"",""Attention to Detail"",""creativity"",""empathy"",""communication"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""engineering"",""Technical Aptitude"",""Leadership"",""Organization"",""Collaboration"",""research"",""analytical"",""Analytical Thinking""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""education"",""teaching"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Chemical & Materials"",""Chemical Manufacturing"",""Civil Engineering"",""Engineering Procurement"",""Heavy Engineering"",""Marine Engineering"",""Iron & Steel""]";"[""Chemical Recycling"",""Engineering Education""]";"[""Mechanical Engineering"",""Electrical Engineering"",""Software Engineering"",""Biomedical Engineering"",""Civil Engineering"",""Aerospace Engineering""]";"[""Chemical Engineer"",""Engineering Manager""]";"[""Chemical Engineering"",""Ceramic Engineering"",""Software Engineering"",""Electronics Engineering"",""Mechanical Engineering"",""Aerospace Engineering"",""Biomedical Engineering"",""Civil Engineering"",""Industrial Engineering""]";"[""Data Engineering with Snowflake"",""Engineering Leadership Track"",""Prompt Engineering Professional"",""Site Reliability Engineering"",""Prompt Engineering for ChatGPT""]";
