id;name;category;description;icon_emoji;parent_domain;keywords;created_at;industry;sector;related_careers;related_job_roles;related_universities;related_skills;related_subjects;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_courses;related_countries
c8a7414a-6566-49ba-ba64-9e9a0ad899f7;Genetics & Genomics;Science & Nature;Study of genes, genetic variation, and heredity;🧬;Biology;"[""genetics"",""genomics"",""DNA"",""gene therapy"",""CRISPR"",""heredity""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Gene Therapy;"[""Geneticist"",""Microbiologist""]";"[""Geneticist"",""Genetic Counselor"",""Biostatistician"",""Professor / Academic""]";"[""University of Michigan"",""Arizona State University""]";"[""Statistics"",""Artificial Intelligence""]";"[""Genetics"",""Mathematics"",""Statistics"",""Applied Mathematics""]";High;$55K-$120K;Rapid Growth;"[""research"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""biology"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Biotechnology"",""Manufacturing & Industrial"",""Genomics"",""Pharmaceutical"",""Nutraceuticals"",""Diagnostic Labs""]";"[""Gene Therapy"",""Biotech"",""Bioinformatics"",""Digital Therapeutics"",""Pharmaceuticals"",""Bioplastics""]";"[""Neural Networks from Scratch""]";
f2577ab0-bdff-4737-b537-dcb78ba52203;Horology;Crafts & Engineering;The art and science of measuring time and making timepieces;⌚;;"[""watches"",""clockmaking"",""precision engineering"",""luxury""]";2026-04-06 06:53:11.32923+00;Manufacturing & Industrial;Luxury & Premium;[];[];"[""Delft University of Technology"",""Georgia Institute of Technology"",""Hong Kong University of Science and Technology"",""California Institute of Technology"",""Technion - Israel Institute of Technology""]";[];"[""Cosmology""]";Medium;$50K-$110K;Steady;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Fashion & Textiles"",""Nanotechnology"",""Space Technology"",""Information Technology"",""Space & Satellite Technology""]";"[""Luxury & Premium"",""Food Technology"",""Sports Technology"",""Assistive Technology"",""Education Technology"",""Information Technology""]";[];
2da12e33-2391-4404-bbab-80ebb1cb48ea;Animation & VFX;Creative Arts;Creating moving images, visual effects, and digital animations;🎬;Media & Entertainment;"[""animation"",""VFX"",""motion graphics"",""3D animation"",""CGI""]";2026-03-09 03:31:51.075961+00;Entertainment & Media;;[];[];"[""Goldsmiths University of London""]";"[""Motion Design"",""3D Modeling & Animation"",""Diffusion Models"",""Ansible""]";"[""Animation"",""Cinematography""]";Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media""]";;[];"[""Angola""]"
29e32fa9-37eb-4fd0-872d-9546a099a6ee;Cryptography;Technology;Secure communication through mathematical techniques;🔑;;"[""cryptography"",""encryption"",""security"",""blockchain""]";2026-03-09 03:42:40.24542+00;Information Technology;Security Services;"[""Cryptographer""]";[];"[""Cranfield University""]";"[""Ethical Hacking"",""Cryptography"",""Cybersecurity Fundamentals"",""Blockchain Development""]";"[""Cryptography"",""Demography""]";High;$70,000;Rapidly Growing;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Cybersecurity"",""Web3 & Blockchain"",""Web3 & Crypto""]";"[""Security Services""]";"[""Blockchain Basics""]";
7c7b1e03-ec7f-4f78-a6e2-35c3ecf2853a;Chiropractic;Healthcare;Diagnosis and treatment of musculoskeletal disorders;🦴;;"[""chiropractic"",""spine"",""musculoskeletal"",""adjustment""]";2026-03-09 03:42:40.24542+00;Healthcare & Life Sciences;Wellness & Fitness;"[""Chiropractor"",""Paramedic"",""Public Health""]";"[""Chiropractor""]";"[""University of Chicago"",""University of Michigan"",""Central European University"",""Pontificia Universidad Católica de Chile""]";"[""Statistics"",""Public Speaking"",""Critical Thinking"",""Empathic Listening"",""Strategic Planning""]";[];High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Pharmaceutical"",""Pharmaceuticals"",""Hospital Chains"",""Nutraceuticals"",""Diagnostic Labs""]";"[""Active Living"",""Public Health"",""Pharmaceuticals"",""Fitness Coaching"",""Esoteric Wellness""]";"[""Public Health Foundations"",""Introduction to Psychology""]";
add1f9c5-cf10-455d-b844-b44494c3024b;Theology;Humanities;Study of the nature of the divine and religious beliefs;📿;;"[""theology"",""divinity"",""religion"",""faith""]";2026-03-09 03:42:40.94683+00;Social Sciences & Humanities;Religious Organizations;"[""Sociologist"",""Archaeologist"",""Psychology""]";"[""Anthropologist"",""Archaeologist""]";[];"[""Critical Thinking""]";"[""Theology"",""Christian Theology"",""Cosmology"",""Sociology"",""Psychology"",""Anthropology""]";Low;$45,000;Stable;"[""empathy""]";"[""spirituality""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";;"[""Religious Organizations""]";"[""Introduction to Psychology"",""The Science of Happiness"",""The Science of Well-Being""]";
88ed14cf-7b1a-426a-9fdd-6a92bb4b0929;Phenomenology;Philosophy;Study of conscious experience from the first-person perspective;🧘;;"[""philosophy"",""consciousness"",""experience"",""mind""]";2026-04-06 06:53:11.32923+00;Healthcare & Life Sciences;Mental Health;"[""Psychology"",""Sociologist"",""Neurologist""]";[];"[""London School of Economics""]";"[""Customer Empathy""]";"[""Cognitive Science"",""Sociology"",""Psychology"",""Anthropology"",""Buddhist Philosophy""]";Medium;$65,000;Medium;"[""Interpersonal Skills"",""Active Listening""]";"[""Psychology"",""Self-Improvement"",""Human Behavior""]";"[""USA"",""UK"",""Australia""]";;"[""Mental Health""]";"[""Introduction to Psychology"",""Introduction to Philosophy""]";
6f1cb6a3-3c23-46e9-96b8-b1eb44483569;Statistics;Science & Nature;Collection, analysis, and interpretation of numerical data;📊;Mathematics;"[""statistics"",""probability"",""data analysis"",""statistical modeling"",""biostatistics""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Data Science & Analytics;[];[];"[""Indian Statistical Institute"",""Iowa State University"",""Oregon State University""]";"[""Statistics"",""R Programming"",""C++ STL""]";"[""Statistics"",""Mathematics"",""Data Science""]";High;$110,000;High;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Data Science & Analytics"",""Diagnostic Labs""]";"[""Data Science & Analytics""]";"[""Introduction to Data Analysis Using Excel"",""The Complete SQL Bootcamp 2024"",""Introduction to Probability and Data"",""Data Science: [University Name] Course"",""Machine Learning"",""Algorithms Specialization - Stanford""]";"[""Eswatini"",""Kyrgyzstan""]"
847eb3ed-80a9-46d6-8a53-344b7801a0fd;Mass Communication;Social Sciences;Study of media and communication to large audiences;📡;;"[""mass communication"",""media"",""broadcasting"",""journalism""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;Publishing & Journalism;"[""Diplomacy & International Relations""]";"[""Marketing Operations Manager"",""Creator Operations Manager"",""Conversion Copywriter""]";"[""Columbia University"",""UCL (University College London)"",""King's College London"",""Hitotsubashi University"",""Concordia University"",""Aligarh Muslim University"",""George Washington University"",""Iowa State University"",""ISCTE-IUL Lisbon"",""Monash University Malaysia"",""Brandeis University""]";"[""Negotiation"",""Technical Writing"",""Video Production"",""Conversion Rate Optimization""]";"[""Journalism"",""Film Studies"",""Journalism & Mass Communication"",""Communication Design"",""Communication Theory""]";High;$65K-$130K;Strong Growth;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Technical Aptitude""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Entertainment & Media"",""Telecommunications"",""Educational Publishing"",""Film Production"",""Courier Services"",""MarTech"",""E-commerce Marketplaces""]";"[""Publishing & Journalism"",""Media & Entertainment"",""Telecommunications"",""Content Moderation"",""Satellite Communications""]";"[""Leadership Communication"",""HubSpot Inbound Marketing Certification"",""Hootsuite Social Marketing Certification"",""Conversion Rate Optimization"",""Notion Productivity OS""]";"[""Malaysia"",""Cameroon"",""Dominica"",""Comoros"",""Kiribati""]"
0a294360-cee8-4c09-9acf-5b287ba3b27a;Wildlife Management;Science & Nature;Conservation and management of wildlife populations;🦁;;"[""wildlife"",""conservation"",""ecology"",""habitat""]";2026-03-09 03:42:40.94683+00;Manufacturing & Industrial;UI/UX Design;"[""Wildlife Photographer""]";[];[];[];"[""Ecology""]";niche;$30K-$80K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Environmental & Sustainability"",""Asset Management"",""Facility Management""]";"[""Crisis Management""]";[];
b8ba81d8-79b2-4dae-ae14-871cd1405701;Fisheries Science;Science & Nature;Study of fisheries management and aquatic resources;🎣;;"[""fisheries"",""aquatic resources"",""marine management""]";2026-03-09 03:42:40.24542+00;Manufacturing & Industrial;Fisheries & Aquaculture;"[""Environmental Science""]";"[""Agricultural Scientist"",""Conservation Scientist"",""GIS Specialist""]";[];"[""Environmental Science""]";"[""Political Science"",""Environmental Science""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""outdoors""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Fisheries""]";"[""Fisheries & Aquaculture""]";[];"[""Fiji"",""Maldives"",""Philippines""]"
9cced5b6-b990-4850-8d2f-e7abc3aa6c50;Library Science;Education;Organization and management of information resources;📖;Education;"[""library science"",""information science"",""archiving"",""cataloging"",""digital libraries""]";2026-03-09 03:31:51.075961+00;Education & EdTech;Environmental Services;"[""Data Science""]";[];"[""ISCTE-IUL Lisbon"",""Brandeis University""]";"[""Environmental Science""]";"[""Computer Science""]";Medium;$40K-$70K;Stable with leadership paths;"[""empathy"",""creativity"",""communication""]";"[""education"",""technology"",""teaching""]";"[""USA"",""UK"",""India"",""Australia"",""Germany"",""Canada""]";"[""Education & EdTech""]";"[""Data Science & Analytics""]";"[""The Science of Happiness"",""The Science of Well-Being""]";
74e52763-1077-4614-baab-92edd89e006a;Urology;Healthcare;Treatment of urinary tract and male reproductive conditions;🏥;;"[""urology"",""urinary"",""kidneys"",""prostate""]";2026-03-09 03:42:40.94683+00;Healthcare & Life Sciences;Cardiology;[];"[""Urologist""]";"[""Karolinska Institute""]";[];"[""Cosmology"",""Physiology"",""Biology"",""Microbiology"",""Cell Biology"",""Clinical Pathology"",""Developmental Biology""]";High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences""]";"[""Cardiology""]";[];
